hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,voltage_V,current_A,condition_encoded
8,255,425.72,25.55,39.44,61.14,0.753,27.538,15.0,2
23,63,14.86,18.39,17.78,97.1,3.865,28.711,0.0219,4
14,90,695.07,23.95,45.13,36.71,2.443,30.274,15.0,2
21,78,16.79,18.86,19.4,95.39,1.701,16.52,0.0021,3
14,273,662.18,28.69,49.24,36.9,4.228,4.062,15.0,1
18,40,124.99,26.23,29.33,81.94,1.242,16.867,6.1814,3
20,199,0.0,17.17,17.15,89.26,1.259,28.546,0.0773,0
12,312,600.32,32.08,50.68,32.37,2.008,31.076,15.0,2
19,251,5.3,20.0,19.96,88.55,4.011,4.445,0.0113,1
13,197,985.95,22.76,52.54,28.01,0.585,31.776,15.0,4
14,165,886.74,27.09,55.48,35.58,3.285,31.728,15.0,2
11,257,790.73,25.62,51.3,33.84,0.93,32.445,15.0,2
20,119,7.86,20.26,20.12,97.53,2.201,3.377,0.4337,1
6,221,198.63,20.65,26.16,76.51,2.436,28.758,12.4945,2
9,153,688.13,19.84,41.29,47.28,1.223,28.739,15.0,2
4,357,13.97,24.41,26.52,95.48,6.104,29.778,0.8347,2
17,122,322.59,18.75,28.83,68.91,3.933,29.553,15.0,2
20,333,1.22,26.01,26.44,96.89,2.549,29.298,0.0221,2
19,209,7.76,18.31,18.92,87.91,2.345,27.884,0.0,2
1,349,0.0,22.07,22.61,93.24,1.621,29.831,0.7555,2
20,196,14.24,14.6,15.72,96.92,0.27,29.601,0.5299,4
6,233,191.48,21.44,26.96,78.62,2.892,29.643,12.1147,2
10,362,440.65,31.49,45.61,44.55,3.681,30.928,9.8045,4
11,197,1012.08,23.3,55.12,33.23,1.478,31.464,15.0,4
17,279,254.47,24.3,32.39,67.12,2.777,28.417,7.1654,4
14,259,676.3,28.88,49.24,42.19,2.199,29.852,15.0,2
17,165,364.89,19.58,30.51,62.99,4.286,29.11,9.0071,4
17,195,396.35,20.42,32.32,63.95,2.841,30.469,15.0,2
23,289,0.0,19.6,18.79,100.0,3.005,28.734,0.2934,0
16,120,493.9,22.53,39.07,55.31,0.543,30.876,15.0,0
2,208,11.83,11.83,12.4,93.39,6.56,5.485,0.0,1
20,177,3.4,16.03,13.82,93.5,2.501,16.962,0.021,3
13,78,778.41,26.87,50.27,33.91,0.33,32.12,15.0,4
10,295,536.63,29.05,44.9,44.04,3.515,30.233,13.3573,4
5,190,6.79,17.97,18.6,87.5,4.803,30.167,0.0,0
1,309,22.57,21.8,21.31,89.45,4.399,17.377,0.9625,3
5,173,18.19,17.63,18.03,90.68,5.026,18.766,0.0297,3
7,91,278.48,25.95,35.97,68.57,2.586,30.275,15.0,2
14,321,482.93,28.56,43.68,47.88,2.051,28.934,15.0,0
5,106,0.0,19.73,20.31,85.35,4.823,28.976,0.6875,2
11,23,566.94,34.49,50.93,38.2,1.932,18.082,15.0,3
10,340,473.7,33.16,46.72,36.37,0.356,30.944,10.3205,4
8,218,500.51,23.68,39.34,59.53,1.056,30.507,15.0,2
11,188,1030.28,24.88,57.53,29.86,1.577,30.812,15.0,2
18,110,199.46,22.23,28.21,78.08,5.668,28.259,13.0732,2
18,217,209.83,19.2,25.48,74.05,3.349,30.737,7.6101,0
8,322,284.89,30.54,38.74,56.62,2.078,31.274,14.376,2
14,211,862.89,22.6,46.47,38.07,1.901,31.631,15.0,2
16,325,314.89,29.78,39.04,56.57,2.035,29.046,15.0,2
15,314,386.24,30.23,42.69,51.31,1.145,30.347,15.0,0
9,136,687.12,23.38,43.67,44.38,0.912,29.343,15.0,2
9,345,348.46,32.01,42.22,51.43,3.861,30.054,8.1457,4
5,154,16.38,18.67,18.5,84.93,2.826,28.311,0.0,4
5,26,23.26,25.86,25.39,94.39,0.25,28.83,1.1403,2
7,207,356.05,17.47,29.68,66.64,4.696,29.3,15.0,2
12,111,908.73,25.23,54.18,33.01,2.015,19.614,15.0,3
11,161,1008.44,24.54,55.75,33.89,3.266,30.42,15.0,2
1,204,0.0,13.92,14.99,96.14,2.945,19.178,0.5484,3
7,282,231.08,24.39,30.37,66.8,0.323,30.51,9.0392,0
16,226,495.63,22.42,35.87,55.12,3.728,29.237,12.5863,4
14,194,894.39,23.72,51.85,30.76,5.729,30.482,15.0,2
21,133,8.98,12.25,11.76,96.45,3.967,29.309,0.6261,2
23,87,7.39,13.84,14.6,99.55,3.47,28.542,0.0465,2
3,324,0.0,25.37,25.07,97.37,2.725,28.394,0.0,0
0,159,0.0,15.65,15.19,91.94,2.421,26.951,0.6607,2
13,331,530.93,31.56,48.99,45.61,2.846,30.887,15.0,0
7,200,364.88,22.11,33.74,68.05,1.301,28.928,15.0,2
2,107,9.88,18.21,18.45,100.0,0.924,13.607,0.5962,3
15,93,614.26,23.9,43.13,47.05,3.522,29.297,14.2983,4
22,256,11.52,16.12,17.78,92.12,6.508,27.504,0.2815,4
17,241,346.04,21.78,32.4,68.41,1.381,29.293,15.0,2
18,157,255.51,19.86,29.83,77.63,4.368,18.567,9.3428,3
18,37,114.93,25.12,29.04,81.33,5.301,28.871,4.5757,0
15,322,413.03,32.42,44.52,49.93,6.437,30.095,15.0,0
8,339,270.09,28.6,37.87,57.45,2.952,3.526,10.9037,1
16,182,543.4,20.24,37.02,46.88,1.069,28.125,14.0103,4
13,58,674.72,26.53,47.33,37.34,4.07,29.337,15.0,2
10,74,620.14,28.41,48.13,38.37,5.423,17.177,15.0,3
11,221,938.0,27.11,56.1,30.82,3.458,28.19,15.0,0
8,11,311.64,30.12,38.1,59.66,2.966,29.043,12.5495,0
16,154,543.35,23.37,40.99,54.33,0.631,30.406,12.2565,4
2,76,21.06,18.81,20.2,99.01,2.076,29.781,1.0329,0
16,198,550.9,20.12,35.95,54.87,1.451,30.655,12.9722,4
1,344,18.16,24.93,24.67,86.29,4.626,29.641,0.3488,4
15,259,558.59,26.94,45.62,40.62,2.37,30.552,15.0,2
1,261,3.94,20.72,20.24,100.0,0.79,28.545,0.0,4
1,299,3.39,18.58,18.88,93.81,5.113,28.176,0.6008,0
17,181,386.06,19.43,31.54,65.27,2.317,28.117,15.0,2
23,277,0.0,15.77,15.73,96.54,3.544,28.315,0.0,2
10,114,793.13,24.73,49.08,32.83,3.78,30.666,15.0,4
2,134,12.04,14.3,13.92,96.58,4.217,16.745,0.3507,3
6,132,243.17,18.81,26.07,72.92,1.385,30.186,9.9982,0
14,349,428.3,35.08,49.27,40.87,3.697,30.709,15.0,0
20,52,0.0,23.49,23.56,96.46,3.526,28.844,0.1926,4
13,251,859.6,26.9,52.14,35.31,2.408,32.287,15.0,4
1,167,19.42,14.57,14.88,92.72,0.998,27.682,0.2049,0
14,50,562.53,29.94,48.49,41.28,2.373,29.648,15.0,2
8,137,539.56,21.73,39.66,50.42,1.076,29.615,15.0,0
16,311,306.81,33.35,44.26,60.39,5.658,29.381,15.0,2
13,51,638.25,27.87,46.95,38.16,1.943,30.708,15.0,2
17,157,361.86,20.65,31.84,67.28,3.135,30.457,8.0045,4
22,298,13.46,24.01,24.26,97.17,2.565,30.789,1.0466,2
4,155,19.43,15.59,16.89,90.24,0.652,28.099,0.3612,2
9,185,708.55,22.1,43.93,42.65,1.739,30.951,15.0,4
0,77,15.0,21.8,23.12,95.07,1.375,28.716,0.7161,0
13,340,510.76,31.98,49.09,42.25,2.283,30.127,15.0,0
9,218,680.42,23.7,44.53,43.15,4.225,4.879,15.0,1
13,76,737.14,29.37,53.42,35.86,2.981,28.076,15.0,2
4,293,4.93,22.03,22.79,95.84,2.018,30.181,0.0,4
22,332,6.87,23.87,23.68,96.37,2.394,27.984,1.0748,4
19,297,0.2,24.36,24.73,84.06,3.103,28.351,0.0206,4
14,100,753.2,27.79,52.71,42.91,2.001,30.067,15.0,2
15,143,713.94,23.11,45.02,43.68,1.762,2.785,15.0,1
8,139,525.25,23.07,39.51,55.97,4.649,18.065,15.0,3
3,67,3.09,21.51,21.64,89.04,2.437,27.331,0.4596,2
23,323,0.0,21.61,22.01,94.38,2.0,17.345,0.0,3
10,242,748.87,24.96,47.02,47.51,2.718,19.293,15.0,3
7,107,342.79,23.05,34.18,67.92,3.137,29.558,15.0,2
14,257,666.12,24.69,44.35,35.19,8.083,31.557,15.0,4
10,15,466.04,34.14,47.74,42.92,3.596,27.711,15.0,0
12,221,981.21,25.61,57.11,33.74,7.203,30.144,15.0,2
4,26,0.0,24.04,23.87,94.46,0.415,33.807,0.0,4
6,309,145.08,26.45,29.49,74.35,1.486,28.465,7.813,2
18,255,174.95,19.56,24.33,72.03,2.171,28.789,10.9501,2
1,172,0.0,14.19,14.08,93.33,2.492,28.509,0.0,2
6,356,123.2,26.16,30.33,77.15,2.366,25.662,9.2164,2
21,165,0.0,13.49,12.12,94.42,3.826,29.45,0.0,4
8,177,508.18,22.95,39.23,52.38,3.178,28.694,15.0,2
23,180,0.0,9.19,9.04,88.21,2.906,30.244,0.0752,2
19,200,9.05,18.61,18.3,93.19,2.022,28.716,1.3219,2
18,39,154.83,25.72,29.7,76.14,0.551,30.14,3.7396,4
14,210,852.34,23.39,50.34,39.83,3.611,30.993,15.0,0
8,19,270.79,31.12,40.97,56.8,0.541,28.651,11.3173,0
7,124,352.05,21.89,32.68,62.79,5.306,17.973,13.4095,3
3,37,14.26,21.41,21.67,98.21,0.215,27.646,0.0,2
4,281,8.58,21.04,21.94,95.79,2.634,26.984,1.1548,2
15,3,398.01,31.62,42.22,46.28,2.487,30.012,15.0,2
10,147,879.73,22.54,49.95,37.76,1.283,29.518,15.0,0
6,352,106.22,25.87,29.21,77.91,1.67,29.925,6.6129,2
18,250,216.46,21.86,27.66,78.0,2.197,28.445,12.6136,2
21,116,17.99,15.17,15.22,92.16,1.973,29.251,0.8819,0
17,198,387.57,21.09,31.64,61.6,5.906,29.043,9.4236,4
10,220,834.36,22.23,48.06,34.09,2.743,31.738,15.0,2
15,170,758.67,22.21,45.01,38.07,3.121,28.028,15.0,2
5,224,5.54,19.89,18.94,90.53,2.938,17.345,0.29,3
22,297,10.55,19.46,19.85,96.89,3.734,28.655,0.0005,2
22,78,0.0,16.03,15.46,91.44,2.874,28.805,0.0242,0
5,114,8.83,19.74,20.34,89.69,3.505,30.135,0.4161,2
17,306,209.65,26.52,33.02,61.14,2.107,30.366,8.1507,0
1,289,7.4,18.68,19.44,94.17,4.122,30.365,0.5322,0
6,349,93.57,27.57,31.52,78.35,3.125,29.714,6.8904,2
10,71,605.98,29.34,48.83,40.91,3.158,32.134,15.0,2
1,249,0.0,20.25,20.02,100.0,2.801,28.906,0.1893,2
9,124,691.37,21.63,43.54,38.21,3.259,30.251,15.0,0
22,241,3.4,15.35,15.54,86.89,1.405,26.78,0.964,2
21,222,9.03,15.64,15.67,93.59,2.902,29.927,0.418,2
14,351,470.49,31.61,46.01,39.86,2.717,28.723,11.6824,4
6,19,141.99,29.62,34.07,76.52,4.755,30.27,9.0017,2
14,213,839.78,25.17,52.2,38.0,1.484,30.939,15.0,4
3,356,21.81,22.98,22.71,100.0,2.96,27.234,1.2516,2
7,176,345.56,18.68,29.8,67.76,1.34,28.47,9.0316,4
21,332,0.45,24.17,25.45,94.34,0.674,29.542,0.477,2
8,356,255.31,32.27,40.23,54.02,2.142,29.541,6.4996,4
6,238,191.64,22.5,26.95,70.43,4.12,29.229,11.3209,2
21,87,0.0,16.55,16.03,93.84,5.003,28.213,0.6599,2
4,254,8.06,18.22,18.52,92.09,2.286,30.209,0.3193,4
12,201,1016.44,21.83,54.11,26.01,0.06,30.509,15.0,4
12,45,634.08,27.78,47.33,33.63,0.969,29.85,15.0,0
9,77,558.18,26.12,44.55,46.06,0.703,29.564,15.0,2
21,324,0.0,22.19,21.9,95.48,0.481,28.949,0.0178,2
19,54,42.74,23.34,24.16,88.66,2.553,28.946,1.5389,0
16,64,401.82,30.19,44.18,61.06,1.473,28.041,15.0,2
7,45,217.91,26.48,32.44,64.47,2.552,29.402,8.5754,0
14,16,495.15,30.96,44.96,44.6,3.339,29.486,15.0,2
19,191,0.0,15.15,14.56,92.3,4.599,29.331,0.2773,4
10,319,496.75,28.12,42.73,46.28,4.571,29.919,11.6012,4
14,253,659.9,28.76,49.17,37.56,1.148,31.469,14.1405,4
22,352,16.51,24.16,25.07,90.83,2.88,28.88,0.0,2
23,32,7.07,19.52,19.48,95.48,4.744,29.531,0.0,2
1,64,0.0,20.33,19.42,94.69,1.102,27.588,0.0171,2
8,7,283.22,28.88,37.43,55.24,1.674,17.088,12.1774,3
5,214,0.0,17.72,17.39,88.51,1.85,27.611,0.0583,2
6,333,134.72,26.55,32.16,82.23,3.121,29.94,3.0098,4
7,175,369.73,19.47,30.8,58.21,2.77,29.713,9.5309,4
22,94,3.4,15.98,14.27,98.36,1.341,27.699,0.6116,2
23,219,0.98,16.04,16.68,94.74,3.403,28.588,0.0769,2
20,185,2.07,15.94,16.0,92.53,0.789,28.771,0.2996,4
3,219,3.97,16.83,16.52,96.33,1.375,27.834,0.0,2
3,277,9.5,20.2,22.44,97.34,4.53,14.596,1.8095,3
0,192,25.47,14.66,15.75,95.44,2.466,29.435,1.3504,0
11,354,505.79,34.36,49.52,35.26,1.978,29.862,15.0,2
0,321,0.0,22.74,23.42,93.34,2.485,27.237,0.253,2
1,15,5.15,23.74,25.03,96.93,1.631,28.003,0.0,0
21,337,2.65,24.37,24.56,93.19,2.108,28.786,0.4038,2
2,109,16.84,17.04,18.89,100.0,3.234,28.12,0.9089,2
9,354,405.48,33.38,44.68,47.34,3.624,16.786,13.7654,3
0,211,19.67,13.55,13.25,90.61,0.33,28.714,1.0369,2
20,44,7.35,22.61,22.96,93.55,3.309,29.497,0.0,4
8,263,419.88,27.66,40.06,53.47,7.812,29.45,10.1553,4
20,274,0.0,23.45,22.44,95.62,2.987,16.917,0.1035,3
5,325,7.65,27.13,28.36,85.79,2.199,28.613,0.542,4
20,364,1.13,26.69,27.38,91.74,2.927,30.59,0.4381,2
6,124,223.2,18.68,23.94,77.43,1.635,30.299,5.6512,4
16,254,424.1,25.72,39.18,55.94,0.557,5.335,10.101,1
3,271,0.0,18.33,20.22,98.25,2.283,29.41,0.0571,2
6,248,183.48,22.54,28.3,79.12,2.113,28.866,12.0602,2
8,280,340.65,26.54,37.36,57.95,2.512,27.685,15.0,2
5,247,0.0,20.36,19.7,87.71,4.32,30.117,0.2484,2
10,175,875.42,22.01,50.18,40.62,1.134,30.68,15.0,2
14,124,814.79,22.94,49.0,31.38,0.725,30.215,15.0,2
1,101,0.0,17.39,16.84,91.7,4.213,28.049,0.0307,2
6,173,214.18,18.58,25.61,72.94,1.931,28.33,5.0513,4
7,312,213.35,25.26,31.05,63.55,3.511,28.039,13.2926,2
10,34,484.23,30.59,45.87,44.92,1.9,30.202,15.0,0
20,247,19.31,19.49,17.82,96.64,1.539,17.005,0.6125,3
9,336,391.61,32.87,45.53,46.09,0.667,29.161,15.0,2
12,199,1019.95,22.32,53.39,30.63,1.679,18.481,15.0,3
18,324,120.16,26.68,30.09,78.37,5.008,26.115,3.4416,4
13,2,496.11,34.39,50.61,40.7,2.169,29.339,11.7732,4
8,246,434.27,25.36,40.41,54.71,5.572,29.278,15.0,0
17,37,209.38,29.65,35.98,62.36,1.577,17.146,8.6785,3
15,300,438.13,31.32,44.89,51.29,1.576,28.113,15.0,2
10,306,501.62,31.32,46.19,44.6,2.481,29.648,15.0,2
3,186,2.84,12.43,13.37,89.8,2.799,30.252,0.6653,2
23,166,37.95,13.52,14.71,93.76,5.191,27.005,0.8863,4
0,214,2.73,14.82,15.03,91.04,2.6,29.039,0.0948,2
10,282,596.46,28.36,47.1,37.62,3.225,30.686,15.0,0
18,307,122.59,27.73,31.26,78.04,3.062,15.993,5.8158,3
5,261,2.35,22.24,23.57,87.86,4.21,28.905,1.6811,2
23,148,0.0,14.08,14.2,92.28,5.679,29.855,0.1457,2
20,305,0.0,21.69,22.23,94.05,2.191,28.734,0.0597,0
23,143,0.0,14.03,13.93,94.8,4.999,18.313,0.1169,3
2,77,11.78,15.08,15.56,91.73,2.964,3.992,0.0,1
14,139,843.89,23.32,50.32,35.96,5.526,28.875,15.0,0
20,110,16.12,16.8,16.39,93.43,1.005,28.717,0.0,2
5,280,10.61,21.11,20.32,88.83,1.177,29.236,0.1209,0
2,210,0.14,15.99,16.17,89.05,1.949,28.977,1.0234,0
18,349,114.89,29.14,31.71,81.02,2.349,17.045,4.6992,3
18,29,136.47,26.54,30.71,75.84,1.357,29.664,6.9651,2
15,52,449.54,28.27,43.05,47.98,1.085,16.464,15.0,3
0,324,16.48,23.64,25.23,95.1,4.713,27.686,0.9344,4
0,255,0.04,18.15,18.1,95.72,2.518,30.191,0.0,4
7,186,359.3,19.99,31.05,65.61,1.446,31.304,15.0,2
1,126,8.05,19.21,18.98,100.0,2.127,30.969,0.2978,2
9,103,636.3,24.89,44.5,46.09,2.524,28.971,15.0,2
7,222,319.64,23.77,34.32,64.52,3.75,29.619,15.0,2
11,211,942.59,23.12,53.07,35.78,1.68,29.37,15.0,2
7,7,183.05,29.9,35.7,68.19,2.829,29.685,4.1834,4
19,148,9.92,18.04,18.64,92.63,4.672,28.928,0.0021,4
12,118,943.19,25.04,54.99,33.25,1.723,31.679,15.0,2
22,343,1.56,21.99,22.86,94.69,5.071,3.897,0.8909,1
17,82,293.21,26.97,34.97,69.19,0.93,16.059,11.816,3
14,138,864.54,24.29,52.27,35.36,2.116,17.634,15.0,3
13,231,923.83,24.16,51.95,32.49,3.13,30.226,15.0,4
11,358,479.07,32.36,47.39,38.53,0.996,28.311,15.0,0
23,140,0.0,11.62,11.88,98.26,3.129,30.189,0.4019,2
12,102,888.72,26.4,53.99,32.64,2.574,29.684,15.0,0
1,356,15.25,24.25,26.33,96.74,2.258,13.826,0.0,3
13,55,640.49,31.15,51.84,41.48,3.115,29.518,15.0,2
7,46,288.55,27.76,34.41,65.34,0.689,30.627,10.7954,0
5,14,6.02,25.03,26.53,86.35,6.186,28.535,0.5709,0
15,233,619.36,23.97,45.07,43.78,4.368,29.72,15.0,0
14,312,511.74,30.68,46.28,38.27,2.964,31.694,11.5048,4
15,310,438.37,33.09,46.07,49.47,3.559,29.78,15.0,0
3,270,13.88,20.39,19.86,89.48,4.115,27.51,1.1868,2
15,268,558.33,28.17,45.08,49.13,2.83,31.203,15.0,0
17,133,379.13,22.5,33.37,66.71,2.28,28.75,15.0,2
7,327,185.84,31.19,36.82,58.87,4.918,30.237,11.3623,2
6,309,141.93,29.7,34.97,79.3,1.277,15.528,6.1088,3
0,269,12.81,20.13,21.41,96.68,2.52,28.216,0.11,4
1,195,0.0,11.68,11.41,97.93,3.837,30.489,0.0,2
6,76,165.81,24.95,30.99,77.65,2.488,29.937,10.5933,2
6,249,210.06,22.46,28.63,77.7,3.726,29.69,11.216,2
0,331,13.77,24.32,23.41,96.28,2.999,28.569,0.1061,2
0,261,4.74,21.74,23.09,95.13,3.935,27.581,0.6304,0
10,285,567.1,30.0,48.64,44.83,1.346,30.325,15.0,2
17,245,313.67,22.18,31.41,64.43,1.975,29.533,8.1071,4
4,289,0.0,22.36,23.4,96.53,0.214,27.9,0.0,2
12,175,1038.64,21.03,53.36,23.68,2.831,30.6,15.0,2
11,103,844.68,28.96,55.1,29.88,3.701,20.591,15.0,3
3,140,4.72,13.95,13.26,93.02,2.695,31.363,0.0,2
9,320,380.46,32.46,43.4,54.17,2.382,29.507,15.0,2
13,110,912.24,24.63,52.54,33.86,2.657,31.333,15.0,0
11,34,572.3,29.2,47.57,41.33,1.559,29.38,15.0,2
23,4,9.38,21.85,22.9,93.98,2.488,27.95,0.0157,2
22,296,1.78,22.15,23.31,94.84,1.943,29.733,0.0306,0
8,254,388.82,25.41,37.18,54.0,3.165,28.717,15.0,0
19,76,8.92,21.0,21.94,90.88,5.654,29.17,0.8202,0
2,172,4.79,13.01,13.99,95.17,3.516,29.073,0.4947,2
12,238,874.83,26.65,54.73,30.05,1.443,29.379,15.0,4
10,358,454.72,30.99,45.21,39.61,2.17,28.926,15.0,2
16,10,282.12,31.15,40.09,59.4,1.379,29.899,15.0,2
14,285,617.47,30.06,47.89,36.59,4.456,29.31,13.801,4
6,164,233.67,18.7,27.2,74.69,2.126,28.134,5.8226,4
4,133,17.99,16.42,15.53,93.3,3.236,28.977,0.1886,2
4,160,0.0,14.32,14.12,95.56,3.4,30.343,0.0,0
10,14,448.26,30.87,45.02,43.86,3.629,30.648,9.3406,4
2,20,12.44,24.24,25.41,95.64,1.493,29.136,1.1757,2
22,285,0.0,19.12,18.27,92.33,3.414,27.893,0.1252,0
16,10,293.53,34.27,42.84,58.71,3.042,4.287,15.0,1
10,226,792.49,27.68,52.44,42.4,3.555,31.934,15.0,2
14,97,725.28,26.44,49.24,39.14,2.922,18.849,15.0,3
1,76,0.0,21.05,21.5,98.79,0.169,28.686,0.0,2
17,124,357.02,20.77,31.69,68.64,1.64,27.71,15.0,2
17,131,322.43,19.49,28.18,64.54,1.166,29.983,15.0,2
5,114,40.22,22.36,23.0,88.81,1.065,28.18,1.3907,2
5,58,0.0,27.89,27.46,89.23,1.575,14.248,0.3741,3
22,94,11.08,19.99,20.15,95.42,2.969,30.059,0.0017,2
15,236,618.43,26.36,45.97,47.17,2.565,27.633,15.0,2
10,108,757.67,23.69,48.58,36.57,0.821,17.997,15.0,3
5,300,0.0,22.94,23.84,92.16,2.352,27.78,0.3096,4
15,15,374.97,30.74,41.3,47.93,3.363,30.085,9.3611,4
13,348,501.93,32.53,48.74,38.02,2.178,30.149,11.9999,4
20,164,9.18,14.12,13.3,89.11,1.566,2.842,0.0,1
6,59,149.82,25.58,30.45,79.54,2.378,28.192,4.0239,4
8,239,490.03,23.81,37.75,56.33,1.32,29.86,15.0,2
15,47,431.25,30.26,42.54,48.59,3.271,28.558,15.0,2
20,255,0.0,18.26,19.24,93.03,1.353,28.162,0.0808,2
7,256,282.48,27.64,36.59,64.87,1.9,31.053,15.0,2
12,151,1045.53,24.4,57.45,29.01,2.869,28.169,15.0,2
17,128,337.57,19.9,30.97,64.04,3.475,28.702,15.0,2
15,290,453.58,27.8,42.43,48.44,2.944,30.154,15.0,2
18,112,213.55,22.52,29.61,76.61,3.433,28.799,8.8309,0
17,100,286.08,22.27,32.84,61.92,1.532,28.925,15.0,2
5,202,19.77,18.53,18.9,91.21,3.128,27.288,0.0,2
19,98,4.3,22.11,22.8,90.9,2.618,29.047,0.4315,4
5,256,14.31,20.53,20.14,83.9,3.769,27.447,0.01,4
20,305,0.0,22.58,22.02,92.98,0.989,30.417,0.0951,0
15,85,579.87,24.75,40.57,42.47,0.906,31.083,13.1486,4
10,191,855.98,23.0,50.05,42.11,1.029,28.805,15.0,2
3,142,11.87,14.78,15.32,96.83,2.249,29.973,0.8513,4
8,198,548.61,23.05,39.66,51.63,3.879,6.442,15.0,1
1,308,27.61,22.81,23.78,97.16,1.507,29.457,2.2854,2
12,300,603.0,32.13,51.11,34.61,0.34,29.99,14.3726,4
5,330,7.05,26.92,25.97,94.97,2.775,28.021,0.0515,0
12,89,835.33,25.85,51.85,38.22,1.762,30.301,15.0,4
1,36,5.91,21.94,22.21,96.96,3.14,27.896,0.5873,4
15,352,402.47,30.63,42.58,48.98,5.081,29.2,9.2966,4
18,120,196.76,18.94,26.73,73.73,1.443,29.475,12.9612,2
10,45,547.18,28.16,44.54,42.49,7.258,16.385,15.0,3
11,63,674.07,31.59,51.15,33.75,1.214,31.654,15.0,2
3,333,0.89,21.47,21.97,91.5,3.426,29.334,0.04,0
16,35,319.66,28.34,37.47,62.1,1.283,26.963,15.0,2
4,259,0.0,20.22,20.3,95.72,3.301,31.062,0.0,2
16,184,546.31,19.3,37.06,55.52,1.683,18.012,15.0,3
8,235,466.69,21.36,35.32,60.07,0.665,18.314,15.0,3
23,341,4.8,22.1,23.31,91.57,1.498,29.735,0.0308,2
7,94,314.71,24.47,32.05,67.99,2.677,29.379,7.7632,4
14,186,909.27,23.0,50.5,36.59,1.554,31.997,15.0,0
20,215,15.62,18.19,19.29,97.24,2.646,30.194,0.3677,2
20,116,0.0,16.48,15.07,95.85,1.526,5.249,1.6058,1
19,20,6.11,26.33,27.0,89.02,2.126,28.863,0.0,2
8,154,534.45,21.76,37.74,58.85,1.428,29.832,15.0,2
0,3,1.91,23.34,22.3,100.0,2.957,29.575,0.0525,4
19,314,0.0,23.57,23.87,91.83,4.019,29.116,0.516,2
16,308,322.49,28.78,39.39,59.33,3.678,29.663,15.0,2
0,156,2.03,14.36,15.34,88.85,1.131,28.768,0.4537,2
16,107,482.69,21.73,36.93,55.5,3.965,30.564,15.0,0
22,29,2.23,24.93,25.87,88.53,2.913,28.106,0.1646,4
16,147,513.54,19.86,35.98,53.26,3.728,30.38,15.0,0
4,39,0.0,23.95,23.07,94.64,2.555,30.773,0.117,2
12,263,785.34,27.24,51.41,33.11,5.439,29.627,15.0,4
16,57,312.69,30.19,40.82,59.3,2.034,29.224,15.0,2
9,29,423.74,30.12,42.95,49.9,0.653,28.734,15.0,2
23,54,10.75,21.37,23.39,95.5,3.687,28.985,0.3729,4
1,339,8.02,23.69,23.98,95.08,2.641,18.447,0.4423,3
20,94,9.15,20.35,21.37,97.79,2.742,28.316,0.6158,2
14,17,459.86,33.94,48.92,45.3,3.222,4.111,15.0,1
0,138,0.0,15.1,15.59,91.16,1.997,17.173,0.0715,3
0,221,12.7,14.5,14.43,95.01,1.128,29.733,1.3355,2
23,4,13.71,24.44,25.58,95.25,3.574,28.946,0.391,2
10,345,457.94,31.05,46.84,52.89,3.585,30.645,15.0,2
20,179,45.97,18.52,19.52,96.04,1.463,30.028,1.1507,4
18,215,230.51,19.27,26.62,70.85,2.189,27.539,14.6118,2
0,103,9.69,19.21,19.31,89.52,1.736,4.887,3.2944,1
6,258,206.99,24.74,31.31,76.21,5.978,29.483,5.1153,4
18,249,208.78,24.22,31.57,73.95,1.567,29.325,12.7258,2
11,309,579.88,31.59,48.83,35.37,3.777,29.667,15.0,2
15,300,457.81,30.17,44.72,48.41,1.311,30.858,9.49,4
7,227,329.62,20.14,30.25,66.68,4.913,28.968,15.0,2
5,10,0.0,24.72,25.04,90.83,3.727,27.783,0.4713,2
8,257,413.07,25.58,38.94,57.69,3.027,31.189,9.3067,4
0,103,16.03,16.3,16.82,93.46,1.227,16.359,0.3373,3
8,129,528.74,22.87,38.57,55.17,3.549,30.655,15.0,2
18,290,136.64,26.16,30.58,80.31,2.681,27.449,8.9095,2
8,208,542.07,24.46,42.41,57.65,1.082,15.647,15.0,3
17,220,344.09,21.85,33.16,63.8,2.637,29.365,15.0,2
14,165,905.05,22.7,50.24,37.49,2.757,30.594,15.0,0
11,313,588.37,32.18,50.36,32.18,4.272,31.707,15.0,2
1,170,24.52,15.19,15.37,94.85,3.181,26.937,0.9933,2
12,120,939.83,24.8,53.52,30.83,2.889,31.495,15.0,4
14,92,729.04,24.93,47.62,38.47,2.589,29.712,15.0,2
6,279,151.63,22.65,28.28,70.46,3.556,30.901,9.9701,2
18,362,123.95,27.27,30.67,77.5,1.557,28.826,6.9732,2
11,280,698.07,29.04,49.68,34.32,2.827,31.715,15.0,0
22,225,23.84,16.73,17.5,94.66,3.41,3.911,3.2856,1
6,112,193.0,22.0,28.01,79.0,3.09,29.039,5.026,4
4,202,0.0,15.05,14.91,98.37,3.409,28.311,0.9668,2
5,176,10.44,16.85,15.98,90.6,1.662,28.268,0.0922,4
7,360,205.8,31.7,38.61,67.24,3.16,28.437,12.0001,2
2,284,10.79,21.04,21.87,93.07,5.611,28.286,0.0222,0
7,28,202.56,26.01,33.76,69.08,5.659,30.311,5.5496,4
21,268,7.53,19.25,18.43,99.56,1.227,16.774,0.2452,3
