hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,power_W
16,92,433.7,23.28,37.19,55.42,2.26,305.6
20,332,0.0,27.09,25.84,95.08,4.604,19.57
9,117,653.76,25.97,45.38,43.36,3.459,445.77
10,20,440.02,32.52,46.59,42.96,2.676,336.74
0,159,21.95,13.96,14.28,93.21,6.978,32.98
19,312,0.0,25.87,26.53,91.25,4.081,0.0
4,83,0.0,18.53,19.81,93.71,2.851,18.58
16,13,284.53,30.96,40.37,55.16,1.678,460.11
19,98,4.3,22.11,22.8,90.9,2.618,15.4
14,345,441.75,31.4,46.03,44.58,3.093,744.12
17,343,212.16,28.02,33.75,67.21,1.286,370.41
18,312,121.65,25.72,30.92,77.92,2.422,78.19
1,344,18.16,24.93,24.67,86.29,4.626,7.87
23,58,0.0,19.62,19.16,97.34,2.306,0.0
23,225,20.61,14.19,14.18,95.59,2.123,44.75
8,320,323.61,29.71,40.22,54.39,1.873,347.51
2,107,9.88,18.21,18.45,100.0,0.924,10.67
5,325,17.94,25.61,26.45,85.42,3.4,36.25
22,168,0.0,13.23,12.55,97.04,1.22,3.14
8,337,291.04,30.14,39.64,54.4,2.397,322.42
3,141,10.49,14.24,13.82,95.25,1.499,16.28
9,226,641.0,24.07,44.5,46.48,1.824,1077.91
20,14,0.0,24.62,25.5,98.58,2.175,15.39
13,219,929.41,23.08,51.68,28.23,3.564,1476.23
6,59,149.82,25.58,30.45,79.54,2.378,115.43
0,98,0.0,17.72,17.64,99.11,1.59,0.0
22,306,0.0,22.66,24.06,91.32,2.702,0.0
23,341,4.8,22.1,23.31,91.57,1.498,0.0
12,166,1034.28,22.53,54.67,24.3,1.628,1624.68
15,94,581.24,24.21,42.33,52.55,0.184,397.14
15,82,547.1,24.08,41.67,42.85,5.111,81.52
12,83,798.33,28.41,52.99,39.15,2.298,1285.47
0,346,38.29,25.43,25.37,95.05,2.424,20.26
14,235,769.49,23.81,48.43,36.66,2.715,507.64
13,211,967.98,23.85,54.14,31.52,3.327,1019.1
23,74,38.17,20.85,21.72,97.94,0.482,16.36
18,106,226.88,21.81,26.87,71.79,3.901,397.16
14,144,853.91,24.66,51.88,38.75,1.946,1395.03
11,30,527.34,34.14,49.74,42.15,3.554,333.97
10,109,742.52,26.43,50.52,34.66,1.628,1194.58
18,321,100.71,25.08,27.18,82.67,1.798,174.86
16,203,496.7,22.22,37.59,54.88,2.106,341.49
4,328,31.67,26.18,25.31,92.67,2.64,8.79
13,204,968.18,22.94,52.54,35.12,5.439,1029.05
16,254,424.1,25.72,39.18,55.94,0.557,62.78
4,214,2.09,13.25,13.63,95.99,1.974,0.0
4,228,1.89,15.46,15.88,92.02,3.817,8.56
11,149,963.64,23.24,52.11,32.57,1.057,1546.8
18,254,209.43,24.1,28.99,78.31,0.289,365.54
17,115,355.68,25.71,36.65,67.6,2.447,384.86
2,361,6.03,24.89,23.93,100.0,5.42,34.0
6,229,230.1,18.59,25.7,71.85,3.161,412.83
20,274,0.0,23.45,22.44,95.62,2.987,4.43
0,159,0.0,15.65,15.19,91.94,2.421,9.68
10,35,506.49,29.32,44.32,40.3,2.882,817.4
15,331,392.51,30.53,42.76,47.68,1.029,259.74
17,307,241.5,28.74,35.44,67.7,3.422,169.17
2,53,24.89,22.94,25.13,96.32,4.342,27.45
14,71,626.5,27.3,45.24,39.52,5.482,692.3
23,178,17.78,12.15,11.35,94.53,1.61,9.73
2,39,0.0,23.59,24.63,99.03,3.131,32.59
21,209,15.78,14.71,15.65,94.46,4.217,0.0
10,22,481.24,36.44,50.69,34.57,1.992,300.93
1,210,39.31,18.76,19.73,92.03,4.535,71.41
5,207,0.0,17.28,17.64,88.79,1.738,13.19
5,339,0.0,24.74,24.53,88.44,1.662,26.27
4,22,0.0,23.66,25.47,98.21,1.749,0.66
14,151,877.91,23.64,51.18,31.92,3.946,1376.3
20,207,0.0,16.59,18.23,97.31,2.814,2.27
17,297,227.94,25.56,32.13,73.96,3.198,405.78
14,191,879.58,19.76,46.35,38.96,2.151,1455.73
12,263,785.34,27.24,51.41,33.11,5.439,537.95
0,4,0.0,22.81,22.68,93.45,4.515,10.89
0,96,7.29,17.4,16.71,87.97,4.522,18.11
9,354,405.48,33.38,44.68,47.34,3.624,225.42
7,201,390.72,19.54,31.91,64.06,2.317,719.67
8,154,534.45,21.76,37.74,58.85,1.428,911.64
14,145,855.88,25.07,51.4,36.34,1.408,596.59
7,28,202.56,26.01,33.76,69.08,5.659,161.0
9,336,391.61,32.87,45.53,46.09,0.667,620.01
14,278,591.73,29.75,48.4,42.02,2.351,960.44
10,169,904.77,21.74,50.35,36.71,2.379,1472.0
9,273,506.41,27.02,43.53,52.29,4.995,857.68
17,7,181.38,28.73,33.57,67.9,5.608,47.67
23,28,0.0,19.59,19.27,100.0,1.549,3.39
20,93,0.34,20.21,19.48,90.01,3.157,9.96
2,207,17.64,13.32,12.51,95.27,2.322,0.0
2,349,0.44,24.34,23.65,97.19,1.033,20.79
5,154,16.38,18.67,18.5,84.93,2.826,0.0
23,252,36.83,17.28,18.11,90.18,0.687,55.46
1,352,0.0,23.96,24.22,95.01,2.257,21.67
21,186,1.08,14.31,14.28,96.32,4.669,0.0
21,103,12.75,18.36,18.19,93.53,0.462,23.91
21,318,8.25,25.17,27.02,93.09,1.442,28.53
17,37,220.66,30.27,37.0,67.69,1.614,259.29
11,178,1014.62,23.52,55.23,29.31,0.165,1578.11
20,135,0.0,16.19,16.52,95.22,2.391,1.66
15,152,717.92,20.48,43.22,44.51,2.682,1184.28
1,161,11.44,15.84,16.66,100.0,4.208,15.12
14,104,746.85,24.83,50.11,36.41,2.479,528.88
2,264,0.64,17.96,18.58,93.2,3.508,13.16
2,212,0.0,14.66,14.41,89.28,1.0,22.8
2,164,4.79,12.36,12.01,90.49,0.683,15.41
17,198,387.57,21.09,31.64,61.6,5.906,266.55
13,152,996.33,21.89,52.87,29.4,3.574,1589.49
14,162,893.74,23.08,50.15,35.01,3.595,1389.22
7,58,263.42,24.79,33.67,65.83,1.515,202.61
23,289,0.0,19.6,18.79,100.0,3.005,10.29
16,258,449.97,26.08,39.62,58.89,0.57,745.99
15,11,368.01,33.42,45.02,48.51,4.306,600.72
5,110,9.05,18.68,18.78,88.41,4.405,12.42
0,132,11.08,14.28,15.18,89.43,2.232,20.22
23,221,23.09,13.27,12.59,96.97,2.744,16.45
8,203,527.66,24.06,42.75,58.99,1.091,912.31
21,152,1.94,14.34,14.91,97.27,2.063,0.0
22,226,3.29,14.17,14.45,93.08,3.547,0.0
15,309,393.24,28.07,41.05,54.36,0.892,441.51
12,212,1014.86,28.12,60.58,26.69,3.865,1579.02
22,273,24.22,22.03,21.79,91.78,1.329,6.21
8,141,530.42,20.26,36.96,52.38,2.346,890.91
15,294,447.48,31.61,45.15,49.73,3.236,310.97
4,214,0.0,11.46,12.56,95.2,4.052,19.18
5,78,6.6,26.05,26.19,86.51,2.97,4.31
14,329,477.6,31.98,46.75,42.59,1.193,321.42
1,120,0.0,14.35,13.59,95.75,3.358,6.82
21,166,0.07,14.79,14.96,93.04,1.802,1.13
9,319,368.05,29.23,40.13,46.97,1.214,632.06
8,40,353.25,28.33,38.62,59.53,3.029,249.86
22,203,2.0,13.75,13.17,95.37,1.112,6.28
20,338,0.0,25.92,27.13,98.24,3.854,16.45
7,52,212.52,25.35,32.47,67.17,4.601,165.53
5,211,0.0,20.51,20.8,85.11,0.975,31.78
23,341,0.0,22.74,23.55,99.46,3.88,0.0
8,78,373.89,25.96,38.3,57.19,0.857,65.98
7,161,354.32,20.25,31.42,69.89,3.5,66.73
7,147,376.82,19.13,31.12,65.72,5.552,452.66
17,279,265.48,26.62,34.83,67.98,2.151,447.21
0,266,14.49,19.44,19.09,92.08,1.963,29.61
8,332,270.73,29.21,37.39,57.94,1.031,208.47
20,138,0.0,16.95,16.05,90.31,1.045,0.0
2,185,0.0,15.78,17.04,95.87,0.793,41.23
11,244,835.61,26.64,52.72,37.68,6.493,1322.92
11,184,1007.55,23.7,55.14,29.89,3.259,1111.01
10,113,811.78,22.28,48.07,36.21,3.937,1305.01
12,267,776.86,27.75,51.32,35.4,2.801,1243.14
14,83,674.38,26.93,48.4,44.66,3.739,101.74
23,332,20.36,22.28,22.78,94.57,3.152,26.14
22,326,0.19,22.96,24.07,95.54,0.351,11.42
14,219,841.54,24.53,50.25,41.52,1.824,1346.48
15,93,614.26,23.9,43.13,47.05,3.522,408.68
1,213,29.63,13.15,12.09,97.84,3.154,60.85
21,158,8.44,14.85,14.53,96.63,3.905,0.0
2,49,6.8,20.41,20.07,96.34,2.734,0.0
23,5,6.24,23.8,24.38,95.53,0.671,0.0
15,31,396.08,32.06,43.18,53.18,3.81,277.9
15,343,341.48,31.07,41.15,50.8,0.943,554.33
17,42,219.0,29.32,36.69,61.63,1.425,149.65
19,250,1.57,18.95,20.32,89.45,2.758,4.94
16,240,449.55,26.0,40.38,55.82,4.138,756.75
20,288,26.2,22.03,21.09,96.71,2.759,2.2
18,250,210.96,21.06,26.62,78.88,3.308,344.23
11,277,717.21,28.83,51.75,43.74,1.385,791.71
7,105,331.6,23.96,33.42,62.87,4.691,564.29
11,26,540.12,34.7,50.15,42.22,5.184,352.74
13,71,727.3,26.72,50.21,36.85,3.84,1156.24
9,60,486.12,27.44,43.6,49.29,2.027,812.63
14,5,451.66,31.72,46.81,44.8,1.211,733.58
14,221,821.61,23.9,48.94,42.12,1.161,1334.97
7,336,175.68,29.95,36.32,68.8,2.263,129.42
8,128,503.06,22.29,38.75,57.03,3.974,333.31
6,363,111.04,28.8,32.82,82.28,0.358,149.04
13,118,909.67,24.96,53.85,29.73,0.456,551.71
6,175,234.31,19.66,27.23,77.39,3.053,423.01
6,257,191.84,22.82,27.9,74.31,1.834,339.42
18,307,159.49,27.86,32.58,72.63,1.102,249.24
11,328,506.25,31.65,48.16,40.85,1.581,854.42
19,215,7.9,15.82,16.47,93.44,0.451,0.53
14,365,435.71,32.12,46.6,43.55,2.499,722.93
3,93,33.11,15.5,15.28,94.42,6.551,26.14
18,304,167.85,26.98,31.94,76.87,1.312,115.97
15,260,554.15,26.19,42.91,48.55,1.379,930.96
17,95,313.32,24.63,35.06,72.36,2.18,241.87
23,223,3.38,13.37,13.81,99.74,3.796,0.0
1,244,11.53,17.92,17.65,84.32,2.789,39.84
2,172,0.0,16.75,17.63,95.14,1.374,0.0
1,78,4.73,17.94,18.94,94.27,1.801,0.28
20,69,7.76,20.8,21.93,93.73,5.837,14.86
6,161,260.28,17.86,27.62,75.95,1.751,475.18
19,98,6.83,20.8,21.0,87.25,4.296,0.0
20,43,0.0,24.79,25.43,98.46,2.452,0.0
19,218,0.0,17.86,17.73,90.61,0.423,12.98
9,358,355.4,30.42,42.02,48.94,4.246,602.71
1,195,1.17,16.12,14.81,100.0,3.01,0.0
1,292,8.89,21.07,21.19,94.11,2.649,6.29
15,173,728.42,22.13,45.57,50.16,3.813,511.39
8,144,517.64,18.76,35.48,55.93,2.508,917.13
1,309,22.57,21.8,21.31,89.45,4.399,8.7
4,55,10.18,22.24,21.82,95.58,2.036,5.86
19,161,12.9,17.58,18.58,88.37,2.891,6.41
6,69,171.71,25.86,32.48,73.34,4.296,300.66
1,62,0.0,20.13,20.78,92.49,1.424,12.93
14,122,823.01,23.15,47.81,40.82,1.308,879.54
10,136,868.1,23.61,50.6,37.27,4.486,951.87
14,253,713.57,28.47,50.14,43.14,1.803,463.23
17,272,275.36,26.39,35.33,65.52,1.945,320.56
20,204,0.0,16.26,16.53,96.89,1.955,20.76
21,345,0.0,24.55,24.72,99.08,3.154,11.87
4,335,17.01,23.72,24.89,93.1,1.7,0.0
4,205,22.77,14.02,14.21,100.0,5.743,0.0
4,190,30.27,11.38,10.83,97.29,2.095,42.09
4,358,0.0,25.8,25.58,98.63,4.451,0.0
20,148,0.0,16.99,17.92,94.08,1.627,28.72
18,308,145.96,25.45,30.39,78.6,3.566,255.12
18,6,119.01,30.76,34.9,78.76,2.762,161.46
12,68,739.58,28.13,50.88,29.5,2.393,511.5
16,208,523.1,22.18,40.12,57.92,3.668,384.22
16,11,288.91,30.47,39.78,58.87,1.987,189.85
6,108,227.57,18.77,24.52,75.22,2.715,410.13
9,90,566.35,24.33,42.38,47.29,2.336,410.41
8,297,299.21,27.87,38.46,59.26,0.659,525.44
3,136,7.08,17.6,17.19,93.42,0.546,0.0
8,254,388.82,25.41,37.18,54.0,3.165,468.09
12,106,911.53,28.23,56.94,24.54,5.418,605.04
6,98,190.73,21.54,27.55,76.76,3.55,232.0
11,259,782.32,26.87,51.37,33.57,3.928,837.27
15,251,588.73,24.54,43.83,53.8,2.992,952.6
1,308,27.61,22.81,23.78,97.16,1.507,58.97
14,170,884.64,24.3,50.24,33.97,0.982,1430.53
12,132,980.56,24.93,56.88,28.09,4.56,1562.19
22,157,13.07,14.1,13.8,97.78,4.59,16.19
22,237,0.04,15.83,15.75,100.0,1.248,0.0
11,175,1039.09,25.41,57.24,30.65,1.998,1110.75
17,51,254.5,29.66,37.32,65.62,2.274,289.62
12,323,566.18,33.95,51.44,34.1,1.516,923.26
20,243,3.45,16.35,15.84,90.46,4.167,0.0
16,57,312.69,30.19,40.82,59.3,2.034,551.95
20,58,10.88,20.72,21.36,93.1,1.105,0.81
7,7,183.05,29.9,35.7,68.19,2.829,116.44
3,140,0.0,13.39,11.9,95.22,0.928,0.0
15,237,659.94,24.5,45.58,46.91,1.13,463.68
20,60,27.63,24.64,26.17,97.1,2.883,25.5
9,159,726.49,22.42,44.42,41.03,2.57,1191.91
0,352,11.51,22.51,21.92,93.22,1.05,0.0
9,364,373.46,30.75,41.25,46.72,0.956,243.11
6,345,125.55,29.59,33.56,80.75,2.015,205.53
8,235,466.69,21.36,35.32,60.07,0.665,287.59
22,286,4.73,19.47,19.23,95.93,2.558,0.0
0,243,1.33,16.83,16.57,91.13,1.644,7.49
16,69,391.44,23.67,35.92,52.71,1.961,703.67
4,22,18.21,23.9,23.42,100.0,3.345,25.13
13,60,669.79,32.81,53.25,43.1,4.14,1094.85
1,67,12.73,20.07,20.22,91.66,2.576,29.81
18,197,254.03,21.41,28.49,67.94,2.379,447.32
18,263,195.23,23.0,29.97,73.47,1.361,228.19
12,85,814.62,27.37,52.45,34.7,0.847,558.1
19,296,13.16,24.62,24.69,85.11,1.152,0.0
2,167,8.43,12.23,12.98,95.45,3.39,37.97
14,270,640.16,30.77,49.77,40.95,1.339,105.39
2,311,0.0,23.17,23.73,95.35,2.685,6.11
17,269,277.58,24.2,32.18,61.91,2.535,488.41
10,37,503.94,32.44,48.92,41.44,2.947,323.12
18,10,117.21,25.32,29.16,81.88,3.15,235.03
20,94,9.15,20.35,21.37,97.79,2.742,27.99
2,313,0.0,24.26,24.48,94.44,5.44,13.93
19,240,5.81,20.91,20.31,91.26,2.335,25.97
9,121,682.39,22.35,43.83,49.07,2.544,1119.03
3,154,0.0,15.85,15.98,95.74,0.916,3.09
22,343,1.56,21.99,22.86,94.69,5.071,7.1
2,230,1.17,16.25,15.69,92.86,4.83,0.0
5,348,2.92,24.49,24.62,85.21,4.45,8.07
3,103,0.0,17.04,17.17,88.15,1.196,4.8
13,38,586.44,29.48,48.6,36.74,3.431,978.19
4,55,17.44,21.62,22.41,99.04,3.309,7.94
21,222,9.03,15.64,15.67,93.59,2.902,12.23
4,215,1.06,17.51,17.59,92.59,2.867,7.46
23,306,8.32,19.78,19.54,96.21,3.35,0.77
12,341,500.27,32.03,47.02,40.81,5.434,544.98
20,18,9.22,24.41,23.18,91.94,2.964,53.39
2,359,1.78,23.46,23.85,96.27,4.129,2.27
2,1,6.03,24.9,24.94,95.56,1.276,0.0
17,94,308.45,22.15,32.14,67.29,0.936,232.89
21,160,0.0,15.9,16.28,96.81,3.291,10.9
1,249,4.31,17.27,17.8,96.8,2.063,0.0
6,49,123.69,25.48,29.53,83.36,2.609,15.84
22,337,0.0,23.31,23.05,98.06,2.103,7.67
5,14,6.02,25.03,26.53,86.35,6.186,10.13
11,9,506.24,35.55,51.76,35.89,3.135,345.38
9,333,368.89,33.11,46.04,53.89,2.994,599.14
7,89,293.74,22.96,31.13,65.63,4.205,224.94
16,193,512.77,17.85,34.31,54.81,3.251,599.86
16,58,333.81,27.88,36.79,60.57,0.976,566.47
18,175,235.7,19.47,27.49,79.25,2.151,306.55
21,222,13.47,15.53,14.2,98.79,3.709,10.6
7,112,343.19,21.99,32.03,69.54,0.431,595.45
13,354,538.55,33.56,48.93,38.91,4.662,853.68
14,307,519.37,31.54,47.29,39.61,3.632,582.45
22,126,0.0,16.25,16.17,95.67,1.534,16.96
22,41,13.13,22.37,23.52,93.41,0.891,15.9
5,208,0.0,15.31,14.79,88.05,4.994,0.0
13,56,660.98,29.8,51.59,34.75,4.266,446.49
11,121,921.29,24.6,52.89,29.88,3.306,1452.2
23,32,7.07,19.52,19.48,95.48,4.744,0.0
15,259,574.17,26.09,44.26,48.94,2.295,94.11
15,194,728.45,20.97,45.46,44.39,3.348,1190.87
0,2,0.0,22.92,23.34,91.15,1.265,11.54
3,93,0.0,17.55,18.67,97.55,2.958,12.62
19,9,0.0,26.15,23.94,88.66,1.651,0.0
15,204,696.19,21.55,41.39,47.84,0.828,521.9
19,346,7.92,29.33,29.17,84.79,6.05,10.65
4,343,8.72,22.25,22.18,99.76,1.66,0.0
17,243,297.57,23.49,32.73,63.97,1.8,184.26
6,132,235.45,18.61,26.19,74.48,1.18,385.23
2,208,6.85,14.92,14.66,97.63,1.559,14.19
16,48,334.45,30.21,40.59,62.35,4.874,584.46
11,160,1009.15,22.26,54.19,30.31,1.701,1086.46
6,311,108.07,29.06,32.57,80.84,2.486,203.97
11,161,1008.44,24.54,55.75,33.89,3.266,1580.85
15,296,439.42,28.99,43.83,52.75,1.894,311.71
7,51,237.41,28.37,35.76,67.2,6.908,385.05
6,246,188.35,21.64,27.75,75.63,3.219,362.18
15,10,377.08,30.03,42.4,49.84,1.931,271.88
11,246,800.19,23.58,47.46,41.51,0.19,543.64
6,130,246.74,21.4,29.58,78.19,1.396,417.95
8,133,537.39,23.58,39.92,54.6,1.132,86.52
5,139,7.83,17.53,17.13,84.52,0.698,38.72
10,134,834.63,23.35,48.85,34.91,0.837,126.3
17,8,178.89,30.19,35.97,63.52,0.776,154.5
1,344,17.41,26.16,26.74,100.0,3.471,3.25
23,143,4.23,13.91,14.28,97.79,2.964,1.05
13,349,513.48,32.8,50.04,37.02,0.864,323.32
16,217,492.63,22.96,37.91,50.15,3.737,848.19
6,237,221.19,22.26,28.15,79.31,3.097,360.86
14,85,665.68,26.96,49.15,41.81,2.134,742.69
0,257,0.0,19.46,18.72,93.72,1.035,12.85
1,227,0.0,14.98,15.43,94.62,5.252,5.79
10,175,886.53,22.4,49.52,32.04,3.049,613.81
8,68,384.98,27.78,40.86,59.15,1.612,625.27
23,298,0.0,20.89,21.42,98.49,1.661,5.14
13,225,890.59,25.87,54.74,30.31,1.474,1432.61
12,192,1051.12,24.5,55.76,27.12,3.874,668.61
7,308,223.41,26.71,36.05,70.55,2.054,368.71
18,291,150.9,25.39,30.67,78.32,1.8,108.55
18,228,207.36,18.69,25.07,80.11,0.774,135.87
23,156,4.01,10.45,9.88,93.58,5.1,15.68
9,249,582.42,26.29,45.64,45.71,2.774,381.47
3,106,5.95,17.88,18.76,92.36,1.787,0.0
9,89,570.79,24.63,42.67,42.67,2.199,677.88
17,260,256.48,24.03,31.29,67.72,0.215,449.17
17,154,365.08,20.27,32.34,64.25,3.833,278.94
5,281,0.0,23.03,22.61,85.97,1.842,12.43
8,137,519.57,21.12,37.55,55.14,2.873,889.15
17,111,335.7,22.54,33.69,63.54,1.817,596.37
18,249,208.78,24.22,31.57,73.95,1.567,368.89
4,30,0.0,24.04,24.09,100.0,1.443,0.0
15,10,346.07,30.02,40.86,55.43,3.52,226.34
2,72,5.73,20.34,20.53,88.41,1.721,0.0
22,53,17.12,19.6,21.77,98.25,6.887,58.81
4,202,0.0,15.05,14.91,98.37,3.409,32.4
6,274,171.84,21.85,27.35,81.94,4.646,123.71
23,51,17.05,17.75,17.56,97.79,2.245,10.47
11,192,1002.95,24.78,56.4,32.3,4.508,632.47
7,130,357.75,17.74,28.05,65.38,2.793,430.3
17,283,278.5,24.82,32.67,63.78,0.475,491.36
19,338,25.38,29.36,29.76,85.4,5.051,10.74
8,239,490.03,23.81,37.75,56.33,1.32,854.38
22,290,0.0,22.12,22.32,91.47,2.025,17.64
18,186,245.23,18.91,26.62,74.92,2.086,288.96
16,165,565.12,20.2,37.21,55.71,4.957,960.97
16,262,434.56,26.24,40.31,57.14,2.207,738.39
0,218,0.0,18.26,18.26,96.0,4.479,0.0
13,172,1038.07,24.59,57.15,26.72,1.274,1624.49
5,32,0.0,24.58,24.94,84.74,2.216,13.03
2,263,0.0,17.85,18.61,91.26,3.258,0.0
12,357,501.44,35.07,51.56,31.72,0.221,815.69
1,167,4.07,14.98,14.82,92.43,4.326,0.0
6,92,174.44,22.54,28.12,77.11,4.12,138.91
12,343,529.6,35.9,53.57,40.48,1.608,327.17
23,25,17.42,20.03,19.92,95.48,2.292,42.11
6,124,240.24,20.26,27.81,83.74,1.81,429.81
0,308,7.83,26.97,27.16,90.96,1.795,0.0
7,94,306.1,22.72,33.0,64.11,1.325,529.16
2,333,10.25,24.2,23.94,93.95,3.359,7.63
4,57,4.5,21.29,21.97,92.75,2.822,0.0
15,97,595.52,26.54,45.35,42.54,3.414,414.08
10,344,451.55,32.24,48.4,44.08,1.339,341.8
9,269,521.96,29.27,45.91,49.57,1.112,581.26
5,35,0.0,24.82,25.11,86.93,1.982,4.68
23,25,44.95,23.69,25.48,93.39,3.07,44.53
3,97,0.0,16.7,16.68,94.44,2.054,2.36
15,314,386.24,30.23,42.69,51.31,1.145,462.98
20,291,40.07,19.42,20.97,93.13,2.537,51.96
15,61,497.27,27.54,43.57,44.85,3.026,333.1
15,155,727.7,21.36,44.85,47.51,2.569,511.53
2,155,10.34,14.31,15.54,92.5,0.888,7.8
22,220,5.03,14.84,14.8,97.0,2.878,25.84
12,302,621.92,33.0,53.34,38.16,4.51,402.77
3,354,11.55,25.14,25.23,93.49,1.024,18.55
22,132,22.18,16.62,17.29,94.09,2.169,31.61
7,292,229.41,25.79,32.23,68.94,2.639,414.63
20,163,18.66,14.15,14.37,92.52,2.79,33.51
1,6,13.89,24.31,24.93,93.72,5.991,22.7
16,38,313.64,30.56,39.19,56.67,2.897,557.87
0,107,18.94,16.6,16.59,92.7,5.267,29.12
12,329,559.19,32.87,49.67,37.85,1.222,603.72
7,308,214.58,27.63,35.23,66.05,3.135,365.75
14,202,839.37,22.42,49.07,36.94,4.341,1364.05
9,218,680.42,23.7,44.53,43.15,4.225,107.47
13,196,982.01,26.32,56.36,27.86,1.541,1523.95
21,237,23.98,16.86,17.54,95.83,3.914,23.96
8,274,385.61,27.31,39.66,58.99,2.703,644.2
23,13,12.99,22.45,24.13,94.69,1.075,3.49
1,66,0.0,17.86,16.81,92.26,2.415,0.0
16,333,301.13,30.01,40.1,63.57,4.394,497.55
10,59,624.79,29.5,47.85,38.98,1.253,428.34
13,329,524.81,29.95,47.65,38.15,3.973,871.61
0,202,0.0,13.53,13.81,96.37,3.318,6.51
11,257,790.73,25.62,51.3,33.84,0.93,1317.67
9,244,590.11,24.05,42.98,50.06,5.474,991.24
0,261,4.74,21.74,23.09,95.13,3.935,11.15
22,136,13.15,16.28,16.12,91.34,3.479,12.56
20,226,11.81,18.5,18.31,87.9,2.003,26.6
15,162,764.76,23.4,47.75,46.59,3.869,1219.73
9,44,422.95,27.49,41.05,47.94,0.922,742.67
18,131,235.87,18.84,25.39,76.17,5.908,169.83
13,277,661.13,27.13,47.94,38.9,2.349,466.56
21,321,15.57,23.58,23.46,98.97,2.867,20.36
10,12,466.45,32.84,47.13,42.48,2.385,298.09
10,326,449.19,33.29,46.92,43.94,0.392,310.17
22,94,11.08,19.99,20.15,95.42,2.969,0.51
14,210,852.34,23.39,50.34,39.83,3.611,929.33
21,351,6.73,24.19,24.2,93.6,3.199,49.29
16,9,265.57,27.91,36.52,60.97,3.633,311.79
12,27,551.33,32.64,50.81,37.6,3.004,916.25
12,64,709.42,29.96,52.68,32.54,1.823,1130.73
4,31,3.65,20.35,19.57,92.36,1.017,6.61
12,318,573.01,34.89,53.58,33.1,2.319,389.77
23,101,0.0,15.91,16.88,94.23,3.573,0.0
6,77,202.31,22.77,29.24,76.68,4.365,153.27
19,129,0.0,17.19,17.67,89.02,3.65,0.0
14,295,562.51,31.8,48.93,40.34,3.591,891.0
19,74,14.15,22.48,21.53,92.24,2.821,12.08
15,183,744.83,19.45,43.16,44.26,3.302,95.77
10,184,899.56,24.17,53.41,34.19,5.044,620.95
12,316,582.27,33.66,52.32,34.02,0.389,414.01
9,156,722.27,21.17,44.95,46.9,2.534,1195.58
8,324,295.28,27.54,36.93,59.3,3.713,476.38
1,54,0.0,20.98,21.17,94.04,2.33,3.16
19,148,9.92,18.04,18.64,92.63,4.672,0.0
22,288,11.02,20.17,20.66,96.62,1.854,23.74
1,317,13.71,21.8,22.07,95.67,2.054,4.23
5,262,20.39,20.32,20.56,87.04,1.562,37.84
13,145,939.88,23.07,52.39,31.83,1.011,1040.64
13,172,976.84,19.09,49.41,29.12,3.593,151.77
3,327,7.43,23.27,23.37,94.09,1.855,10.8
20,129,0.0,19.43,20.05,95.95,0.949,0.65
2,316,0.0,21.8,21.14,96.13,1.102,0.0
11,322,540.65,31.94,48.37,36.04,0.438,614.57
6,222,232.15,18.59,25.7,73.82,1.201,415.14
3,30,6.76,23.75,23.95,95.6,4.33,4.8
17,188,363.37,19.42,31.47,60.99,5.479,626.89
2,220,4.79,14.04,13.51,95.93,2.128,0.0
2,126,0.0,14.02,13.42,99.12,7.498,20.41
3,342,3.96,21.4,20.88,94.56,1.965,0.0
18,349,114.89,29.14,31.71,81.02,2.349,91.16
11,313,588.37,32.18,50.36,32.18,4.272,953.18
10,111,804.71,21.91,46.82,42.84,1.923,880.37
9,328,366.61,31.26,42.92,48.23,0.747,247.54
9,2,354.13,29.82,39.99,52.45,4.216,573.7
19,348,0.0,25.07,25.53,88.61,4.867,2.19
18,255,174.95,19.56,24.33,72.03,2.171,298.5
10,139,866.45,22.79,49.28,36.51,3.488,594.5
6,116,201.52,18.52,24.27,83.24,1.534,390.43
21,264,0.0,17.42,17.75,95.11,1.302,0.0
9,214,659.07,22.73,44.38,44.24,1.243,1110.08
13,119,927.34,23.54,51.89,35.36,0.847,1026.69
12,299,600.34,31.78,51.17,37.82,1.805,420.72
5,98,17.69,22.24,23.32,90.32,3.837,23.56
0,155,6.23,12.77,12.87,88.62,3.349,0.0
12,357,515.49,36.4,52.25,35.81,3.635,851.17
8,306,319.71,30.23,40.45,56.44,3.853,368.85
6,166,245.41,17.16,23.91,78.93,2.917,421.08
3,361,9.43,24.43,24.68,94.06,1.248,5.05
16,246,473.41,24.34,39.36,54.09,3.506,801.74
5,80,0.45,25.78,27.25,91.51,1.438,0.0
20,166,6.74,15.93,15.47,94.08,0.694,0.0
21,40,0.0,22.69,23.45,96.07,2.25,20.78
11,301,650.54,30.64,48.82,36.54,4.373,1049.71
19,365,7.7,27.62,26.59,89.04,2.296,11.03
2,72,27.5,20.54,20.54,92.78,5.247,0.0
18,189,235.36,18.8,25.88,73.12,2.667,186.99
20,193,0.0,15.93,15.75,93.74,1.649,3.08
15,339,350.63,33.92,46.01,50.0,2.278,389.96
12,66,770.07,28.36,52.1,34.55,5.041,513.44
17,86,309.11,26.7,36.15,62.32,2.71,53.81
10,359,457.72,31.9,46.39,40.74,1.035,310.54
