hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,voltage_V,current_A,power_W,condition
21,58,7.46,20.69,20.86,91.81,1.443,17.428,0.1194,0.0,panel_failure
20,118,10.18,17.0,16.61,91.64,2.991,16.168,0.0309,0.0,panel_failure
5,356,13.05,27.1,28.23,92.7,2.772,29.087,0.5222,10.53,dirty_panels
23,262,0.0,18.65,17.98,97.9,3.088,27.536,0.0423,0.0,normal
12,266,757.36,28.65,52.09,32.56,5.64,30.81,15.0,1223.94,normal
7,327,185.84,31.19,36.82,58.87,4.918,30.237,11.3623,340.2,normal
5,98,17.69,22.24,23.32,90.32,3.837,29.169,1.0999,23.56,normal
8,242,471.36,26.2,39.32,57.57,3.41,28.156,15.0,794.1,normal
0,136,9.04,16.98,16.61,96.55,1.908,27.763,0.1585,15.27,normal
16,310,329.22,31.69,40.85,58.89,3.049,29.345,15.0,553.61,normal
16,155,527.19,19.22,35.75,53.91,5.286,29.623,13.6961,417.06,partial_shading
16,313,348.11,30.49,41.66,56.17,1.045,29.251,15.0,574.49,normal
13,273,709.82,30.51,53.14,32.28,2.978,29.948,15.0,501.7,partial_shading
8,282,334.84,29.43,39.86,55.14,2.688,27.699,15.0,569.71,normal
17,338,214.58,28.25,34.6,69.05,1.436,29.987,4.8199,143.1,partial_shading
20,289,0.1,23.8,23.66,96.01,1.497,29.427,0.0,5.19,normal
2,118,14.21,16.12,17.14,97.37,2.762,29.322,0.0035,0.0,partial_shading
9,191,758.04,24.73,48.27,39.68,0.709,30.743,15.0,847.45,dirty_panels
23,173,0.0,10.23,8.15,89.95,4.198,28.525,0.3163,5.98,normal
20,24,8.58,23.65,24.54,93.76,2.066,28.207,1.4725,41.61,normal
23,217,0.0,11.02,10.68,91.94,1.293,27.782,0.156,6.1,normal
4,160,0.0,14.32,14.12,95.56,3.4,30.343,0.0,12.86,dirty_panels
11,144,985.59,26.81,58.15,27.34,0.8,30.769,15.0,653.18,partial_shading
3,41,0.0,22.09,21.03,98.54,3.259,27.139,0.0,0.78,dirty_panels
20,185,2.07,15.94,16.0,92.53,0.789,28.771,0.2996,14.13,partial_shading
12,212,988.95,24.96,56.19,34.98,4.4,28.689,15.0,1043.57,dirty_panels
5,39,8.08,25.12,26.02,90.33,3.922,19.017,0.9151,15.76,panel_failure
2,232,0.0,16.99,16.54,91.83,1.598,17.91,0.2001,3.42,panel_failure
17,62,243.59,26.78,35.65,73.32,0.669,28.778,15.0,461.4,normal
19,53,5.6,23.03,22.3,89.85,2.956,27.861,0.489,12.3,normal
21,147,21.14,14.71,14.85,95.21,0.646,29.401,0.5353,24.64,normal
23,143,0.0,14.03,13.93,94.8,4.999,18.313,0.1169,7.77,panel_failure
19,334,22.78,28.08,28.65,90.29,3.162,26.88,0.227,0.0,dirty_panels
18,25,132.63,29.38,33.16,79.65,1.835,30.261,6.9421,211.33,normal
19,128,12.99,18.87,20.23,86.26,5.095,27.888,0.6133,13.47,normal
23,269,0.0,18.34,18.56,94.36,2.802,27.482,0.0,12.41,normal
11,92,799.54,28.01,53.22,34.47,5.322,31.768,15.0,877.36,dirty_panels
18,359,112.84,27.43,31.36,79.96,2.421,30.098,7.1201,220.1,normal
19,272,9.8,21.8,22.35,90.86,2.385,28.379,0.0929,9.71,normal
2,346,2.29,23.76,23.94,95.49,1.648,27.548,0.0749,0.86,partial_shading
16,347,256.91,28.79,35.73,56.86,0.565,28.422,11.5272,333.96,dirty_panels
8,40,334.47,29.58,40.51,55.84,2.833,5.12,9.9407,50.75,inverter_failure
3,168,0.0,15.59,15.68,91.43,2.125,16.922,0.0468,10.6,panel_failure
4,272,0.0,18.69,19.2,96.78,1.605,30.095,0.0182,0.0,partial_shading
2,4,16.5,24.5,24.19,93.15,3.73,28.966,0.0,9.04,partial_shading
21,165,0.0,13.49,12.12,94.42,3.826,29.45,0.0,0.0,partial_shading
18,252,201.26,20.85,25.64,77.59,3.423,29.007,13.3747,391.39,normal
2,290,10.58,24.31,23.93,94.85,5.061,27.948,0.5748,5.16,normal
15,152,717.92,20.48,43.22,44.51,2.682,28.73,15.0,1184.28,normal
15,316,399.45,28.71,42.37,46.45,2.184,29.934,9.2007,276.28,partial_shading
12,246,833.42,26.86,53.71,33.03,2.236,31.404,15.0,1364.56,normal
14,17,495.07,32.26,46.93,41.33,1.959,29.279,15.0,806.76,normal
21,102,22.28,18.61,18.99,94.28,2.53,30.05,1.6242,50.96,normal
12,343,529.6,35.9,53.57,40.48,1.608,18.343,15.0,327.17,panel_failure
15,1,399.24,30.43,42.13,50.68,0.908,29.696,15.0,667.34,normal
13,40,574.12,30.21,50.01,35.73,4.697,29.745,15.0,938.35,normal
9,126,652.13,25.59,47.45,44.99,1.47,31.345,15.0,1079.03,normal
21,363,0.0,25.75,27.35,99.8,0.564,29.293,0.0,3.36,normal
9,258,551.5,27.44,45.18,45.95,1.421,29.859,13.0443,388.83,partial_shading
19,54,42.74,23.34,24.16,88.66,2.553,28.946,1.5389,43.16,dirty_panels
14,144,853.91,24.66,51.88,38.75,1.946,29.336,15.0,1395.03,normal
16,343,260.9,31.85,40.75,59.2,2.278,27.093,7.3856,196.21,partial_shading
18,80,166.61,23.68,28.41,76.38,0.737,28.602,10.9708,310.89,normal
17,211,360.92,19.81,30.71,63.09,2.226,29.356,9.9219,280.16,partial_shading
13,170,1013.48,23.01,54.76,30.82,2.704,31.377,15.0,698.56,partial_shading
14,278,605.26,31.13,49.48,42.58,2.908,4.169,15.0,108.11,inverter_failure
12,275,705.99,27.36,50.38,38.36,3.261,29.744,15.0,781.43,dirty_panels
8,305,296.39,27.83,36.84,53.56,2.243,26.458,15.0,533.86,normal
17,44,253.51,26.62,34.62,72.42,2.918,17.887,9.0509,178.91,panel_failure
21,166,12.57,13.81,14.87,93.98,4.642,29.032,1.2828,52.74,dirty_panels
16,253,439.72,24.84,39.39,58.75,3.76,30.483,15.0,728.45,normal
18,153,271.97,20.04,28.52,73.79,2.507,29.36,7.0912,205.21,partial_shading
19,244,39.47,21.07,22.27,83.79,0.916,30.006,2.2301,86.6,normal
8,233,478.18,23.34,37.5,51.4,1.707,29.204,15.0,826.92,normal
1,136,0.0,15.35,16.11,94.01,5.37,28.759,0.0,3.62,normal
8,37,305.22,30.1,40.66,59.46,2.375,29.656,7.0194,203.9,partial_shading
18,355,105.92,25.81,28.05,78.35,1.646,29.693,7.1108,207.21,normal
19,302,7.06,26.7,28.02,88.31,1.059,29.216,0.2666,0.0,normal
12,327,542.98,31.21,47.29,40.38,2.529,30.341,15.0,881.9,normal
18,110,184.43,20.26,26.47,77.24,3.002,29.438,11.2079,334.99,normal
1,116,25.97,16.66,17.23,95.6,3.504,28.64,0.4564,12.94,normal
15,119,642.35,23.52,43.26,55.09,2.358,30.968,15.0,732.29,dirty_panels
16,12,315.14,31.1,40.72,57.79,3.085,27.751,15.0,515.36,normal
12,62,697.68,29.8,50.72,32.51,1.815,29.557,15.0,480.31,partial_shading
17,113,367.71,21.53,33.17,66.99,1.364,3.673,15.0,78.09,inverter_failure
11,361,488.45,35.11,50.53,40.89,2.809,29.128,11.3506,311.16,partial_shading
12,75,740.14,29.56,51.64,34.83,1.651,30.198,15.0,800.45,dirty_panels
14,186,909.27,23.0,50.5,36.59,1.554,31.997,15.0,991.55,dirty_panels
19,200,9.05,18.61,18.3,93.19,2.022,28.716,1.3219,45.25,normal
5,132,15.97,17.08,16.69,93.13,3.906,18.359,0.5036,4.7,panel_failure
7,336,198.14,32.61,38.88,67.75,1.06,30.376,10.4155,299.85,normal
10,35,506.49,29.32,44.32,40.3,2.882,29.505,15.0,817.4,normal
4,318,3.41,23.21,23.95,96.29,2.923,28.579,0.0673,14.24,normal
8,272,383.05,26.06,38.19,54.69,2.049,27.602,15.0,686.8,normal
8,112,463.99,22.69,37.31,58.04,2.889,29.622,15.0,797.0,normal
7,281,227.28,25.43,32.57,68.79,2.007,17.155,9.7121,152.9,panel_failure
9,157,718.28,20.7,44.01,52.57,0.986,20.904,15.0,492.13,panel_failure
12,355,540.09,34.78,50.49,41.39,4.456,28.59,15.0,857.61,normal
16,14,296.35,28.5,38.55,55.03,0.753,28.884,15.0,484.8,normal
7,11,188.14,30.74,37.42,66.52,2.882,28.566,10.9471,338.9,normal
20,199,0.0,17.17,17.15,89.26,1.259,28.546,0.0773,0.0,dirty_panels
11,340,502.73,32.12,48.72,32.24,1.71,29.288,15.0,545.99,dirty_panels
17,24,216.92,29.55,36.38,67.88,1.39,30.918,8.3359,261.4,dirty_panels
2,284,12.54,20.51,20.73,91.42,3.698,29.102,0.0063,0.0,partial_shading
4,343,8.72,22.25,22.18,99.76,1.66,27.081,0.2089,0.0,partial_shading
10,178,893.47,20.8,49.38,39.79,0.846,30.654,15.0,988.92,dirty_panels
8,317,311.2,30.72,39.7,57.12,1.576,29.369,15.0,498.52,normal
11,277,679.64,29.93,51.32,34.92,2.325,31.366,15.0,461.45,partial_shading
3,79,2.32,19.51,20.02,99.46,2.814,28.644,0.3602,4.76,dirty_panels
11,312,568.34,30.98,49.53,42.81,1.656,29.752,15.0,948.84,normal
16,256,427.2,24.83,37.31,53.42,1.657,31.501,9.6252,311.11,partial_shading
17,5,197.62,28.94,35.68,64.79,2.931,28.126,5.4137,143.76,partial_shading
5,208,0.0,15.31,14.79,88.05,4.994,18.268,0.0121,0.0,panel_failure
8,239,490.03,23.81,37.75,56.33,1.32,29.86,15.0,854.38,normal
12,293,650.52,31.23,51.39,33.51,4.664,29.625,15.0,471.98,partial_shading
12,282,691.65,29.69,51.42,36.22,2.675,29.503,15.0,1103.38,normal
19,174,29.26,19.66,20.19,94.65,3.482,30.193,0.5785,7.68,normal
9,110,612.1,22.77,42.06,41.58,3.035,30.525,15.0,1076.26,normal
16,70,406.46,25.67,38.68,54.94,1.466,30.231,15.0,471.72,dirty_panels
21,33,10.5,23.26,23.96,90.51,4.103,29.734,0.7713,5.99,dirty_panels
7,234,323.73,22.56,33.08,63.6,1.76,29.786,15.0,564.22,normal
19,351,2.85,24.14,23.27,88.01,2.979,27.761,1.0018,18.51,normal
7,30,200.19,29.34,35.59,65.72,1.604,27.633,12.7009,354.58,normal
8,257,413.07,25.58,38.94,57.69,3.027,31.189,9.3067,278.9,partial_shading
15,214,695.45,19.76,40.36,45.33,1.805,30.392,15.0,1164.99,normal
14,63,604.48,28.73,47.03,41.31,3.157,30.116,14.3513,436.82,partial_shading
13,78,778.41,26.87,50.27,33.91,0.33,32.12,15.0,532.57,partial_shading
5,104,13.69,19.37,19.41,88.4,1.475,16.469,0.1949,0.0,panel_failure
2,251,57.97,15.95,17.12,93.39,3.167,26.351,1.5791,45.57,dirty_panels
21,110,5.06,17.61,17.19,94.25,2.98,26.988,0.0393,0.0,normal
20,303,13.0,26.47,26.02,96.26,1.769,28.269,0.0484,7.74,partial_shading
21,135,7.45,15.77,15.48,89.23,1.221,17.0,0.0238,0.0,panel_failure
12,40,631.82,27.99,48.22,36.26,0.385,31.472,15.0,1045.12,normal
21,35,0.0,23.37,24.3,92.39,1.545,29.643,0.0,0.0,normal
11,147,990.95,23.01,52.2,30.36,3.139,28.213,15.0,644.31,partial_shading
1,149,9.62,12.74,13.2,90.32,4.253,31.601,0.068,11.6,partial_shading
4,268,0.0,19.94,19.86,93.92,4.446,28.389,0.274,6.52,normal
6,175,234.31,19.66,27.23,77.39,3.053,30.487,13.5152,423.01,normal
9,60,486.12,27.44,43.6,49.29,2.027,30.324,15.0,812.63,normal
22,78,0.0,16.03,15.46,91.44,2.874,28.805,0.0242,0.0,dirty_panels
7,207,356.05,17.47,29.68,66.64,4.696,29.3,15.0,648.27,normal
14,122,823.01,23.15,47.81,40.82,1.308,29.326,15.0,879.54,dirty_panels
6,246,188.35,21.64,27.75,75.63,3.219,27.897,12.644,362.18,normal
15,337,339.18,30.69,41.44,50.01,2.543,29.334,8.0309,240.47,partial_shading
13,130,916.82,23.08,51.92,26.16,0.968,29.255,15.0,1504.56,normal
3,202,47.78,15.5,16.18,91.63,2.566,30.539,2.3901,72.7,normal
11,304,621.13,31.77,51.33,37.77,2.924,30.128,15.0,987.9,normal
2,77,18.56,19.62,21.44,97.56,3.147,30.933,0.5205,28.18,dirty_panels
21,187,8.92,15.79,15.06,93.2,1.157,28.364,0.0,16.56,dirty_panels
16,112,492.44,22.19,37.34,63.31,2.742,29.169,15.0,571.27,dirty_panels
22,229,0.0,13.84,14.48,95.94,1.323,29.391,0.2914,7.22,normal
21,272,8.13,19.36,19.14,91.18,2.608,28.541,0.3951,13.42,normal
5,52,0.0,23.49,24.51,92.92,2.329,29.773,0.2078,16.11,normal
16,69,391.44,23.67,35.92,52.71,1.961,31.043,15.0,703.67,normal
2,9,4.72,22.9,23.21,95.8,2.531,29.924,0.1569,19.55,partial_shading
23,5,0.0,23.79,23.04,92.21,0.981,30.164,0.1494,16.79,normal
18,19,120.03,28.91,32.87,74.07,4.367,29.865,7.0728,235.21,normal
16,258,449.97,26.08,39.62,58.89,0.57,29.118,15.0,745.99,normal
23,330,0.0,22.07,22.55,94.22,1.469,29.94,0.0396,0.0,normal
20,150,0.0,18.19,17.75,100.0,3.345,29.5,0.2344,7.73,partial_shading
20,323,7.31,23.36,23.03,91.86,3.258,28.194,0.2653,4.4,partial_shading
2,267,0.0,17.88,18.41,90.23,2.724,28.321,0.5898,16.4,dirty_panels
0,295,5.03,23.29,24.45,93.5,1.696,28.716,0.0,14.72,normal
23,271,5.48,18.02,18.49,100.0,3.338,29.911,0.0023,0.0,normal
6,73,177.26,22.99,29.53,80.03,2.79,29.247,4.547,126.14,partial_shading
10,192,872.72,23.53,50.87,38.42,3.119,30.518,15.0,1398.72,normal
1,192,3.03,13.64,14.03,96.76,5.222,28.641,0.0251,17.78,partial_shading
14,235,769.49,23.81,48.43,36.66,2.715,17.983,15.0,507.64,panel_failure
19,291,10.86,23.0,24.5,97.06,1.465,27.661,0.0,2.14,partial_shading
20,42,3.4,24.24,25.17,96.37,3.556,29.595,0.0,15.24,normal
13,247,829.29,26.78,51.89,34.84,2.382,29.442,15.0,912.59,dirty_panels
15,305,436.71,32.26,46.53,51.64,2.586,29.743,15.0,683.67,normal
12,43,593.32,30.59,49.57,32.16,1.252,29.593,15.0,956.38,normal
10,152,880.29,22.24,49.43,33.93,4.706,31.316,15.0,962.2,dirty_panels
13,327,558.9,34.46,50.52,37.11,0.93,29.571,15.0,591.09,dirty_panels
22,9,1.96,24.46,23.56,97.85,1.247,27.81,0.4173,7.59,normal
6,59,143.47,25.38,29.2,74.14,0.952,30.051,5.1248,131.15,dirty_panels
11,294,640.37,28.03,46.89,36.41,3.513,29.251,15.0,1038.72,normal
14,63,578.7,27.69,45.89,40.2,5.254,30.136,15.0,972.12,normal
13,257,801.32,25.73,51.06,29.57,5.18,18.001,15.0,505.74,panel_failure
0,329,0.0,23.58,23.14,93.47,2.346,28.07,0.0157,0.0,dirty_panels
6,182,236.46,17.65,25.21,78.03,0.973,29.176,14.6564,437.93,normal
15,177,716.9,24.11,45.76,40.02,1.33,29.806,15.0,494.28,partial_shading
16,157,549.2,18.55,35.71,58.6,2.359,30.015,15.0,951.04,normal
17,137,352.82,18.74,30.16,67.05,2.326,29.438,15.0,620.82,normal
23,139,5.16,13.46,12.39,96.04,1.491,29.72,0.0,12.05,normal
16,203,496.7,22.22,37.59,54.88,2.106,18.493,15.0,341.49,panel_failure
13,327,529.86,28.42,44.31,34.83,2.028,3.474,15.0,99.78,inverter_failure
7,359,192.42,26.99,33.37,66.11,2.311,30.789,4.4109,127.45,partial_shading
8,317,270.42,29.34,38.1,59.44,0.792,4.317,10.7533,57.0,inverter_failure
19,44,13.19,26.99,27.42,86.88,3.24,28.04,1.5613,44.1,normal
11,112,888.71,28.12,55.6,33.52,5.052,18.296,15.0,557.2,panel_failure
17,277,257.39,25.15,33.65,64.28,2.669,29.203,5.9068,171.11,partial_shading
2,200,5.33,14.31,14.93,96.18,3.026,30.595,1.1939,35.54,normal
3,123,5.84,14.42,14.2,96.5,0.671,20.014,0.2761,12.41,panel_failure
5,114,0.0,20.24,20.31,83.91,3.488,30.218,1.2705,20.21,normal
4,43,8.41,24.32,24.27,95.2,1.558,28.911,0.1507,22.71,normal
14,122,830.83,26.03,51.82,32.68,1.73,30.505,15.0,1346.28,normal
15,155,722.09,21.86,45.95,38.85,4.287,29.888,15.0,501.67,partial_shading
13,152,996.33,21.89,52.87,29.4,3.574,30.541,15.0,1589.49,normal
6,201,246.01,18.96,26.68,84.79,2.563,30.17,14.3135,420.14,normal
13,100,855.25,28.29,55.41,35.67,0.053,29.783,15.0,1341.52,normal
2,76,21.06,18.81,20.2,99.01,2.076,29.781,1.0329,37.03,dirty_panels
11,324,517.02,29.45,45.45,40.05,1.727,31.303,15.0,872.07,normal
3,148,0.53,13.88,14.89,95.62,3.228,3.3,0.0,4.32,inverter_failure
1,93,0.35,17.53,17.42,97.69,2.11,30.008,0.005,6.55,normal
3,233,2.6,13.78,15.66,93.08,2.566,29.848,0.086,0.0,dirty_panels
2,198,11.72,14.84,15.11,96.41,5.211,29.669,0.1855,14.85,dirty_panels
11,211,910.01,24.69,52.57,35.9,1.623,30.007,15.0,1468.36,normal
13,81,722.21,30.62,53.4,37.28,2.792,30.148,15.0,1191.13,normal
14,264,692.83,25.47,48.22,42.98,6.479,30.071,15.0,1147.58,normal
10,71,605.98,29.34,48.83,40.91,3.158,32.134,15.0,1014.93,normal
4,306,47.81,23.81,24.65,99.65,4.203,28.847,1.428,37.25,normal
0,155,13.84,14.99,15.72,94.28,6.301,28.629,1.2311,33.51,normal
17,150,375.34,18.45,29.78,71.73,3.188,3.58,15.0,85.65,inverter_failure
23,142,6.54,11.36,11.21,96.72,1.279,27.828,0.2707,2.66,normal
6,155,249.69,18.69,25.46,75.26,4.78,28.594,15.0,444.39,normal
4,243,23.25,17.43,19.61,91.04,0.738,29.218,1.8623,59.7,normal
7,182,397.42,18.84,30.43,62.51,0.451,28.177,15.0,700.69,normal
5,47,6.97,26.68,26.94,86.12,2.768,28.142,0.0637,0.0,normal
5,207,0.0,17.28,17.64,88.79,1.738,26.939,0.0045,13.19,normal
11,98,807.64,23.55,49.02,30.14,1.534,31.833,15.0,1352.27,normal
18,40,124.99,26.23,29.33,81.94,1.242,16.867,6.1814,100.67,panel_failure
17,307,241.5,28.74,35.44,67.7,3.422,29.587,5.9931,169.17,partial_shading
23,115,32.09,15.04,16.2,94.84,3.082,16.488,0.1513,9.89,panel_failure
8,218,498.16,22.73,38.04,51.37,3.896,30.979,12.0484,372.51,partial_shading
11,63,674.07,31.59,51.15,33.75,1.214,31.654,15.0,1094.23,normal
9,124,691.37,21.63,43.54,38.21,3.259,30.251,15.0,783.35,dirty_panels
1,141,0.0,14.06,13.41,99.85,2.501,28.321,0.0,2.5,normal
9,49,455.43,31.61,46.2,44.22,0.4,17.496,15.0,288.78,panel_failure
6,356,126.86,25.38,29.22,74.06,3.254,29.79,7.9376,249.29,normal
11,114,871.72,25.06,52.36,37.24,0.949,31.429,15.0,618.01,partial_shading
3,213,0.0,17.04,17.08,96.16,3.838,29.464,0.0,0.0,partial_shading
17,207,355.57,22.3,32.42,66.04,4.225,30.466,15.0,610.95,normal
20,157,29.42,16.82,16.87,95.7,4.302,28.15,0.9896,37.11,partial_shading
23,214,31.55,14.59,15.29,97.43,3.696,29.769,0.3532,7.3,partial_shading
2,207,17.64,13.32,12.51,95.27,2.322,28.35,0.0,0.0,dirty_panels
2,30,9.31,24.89,25.43,90.37,1.123,26.29,0.1461,0.0,normal
23,245,4.6,13.96,13.73,97.2,4.193,28.337,0.8314,29.94,normal
20,42,0.0,22.05,20.96,96.27,1.045,28.246,0.0,0.0,dirty_panels
14,159,887.47,23.11,50.13,40.03,2.566,30.797,15.0,1417.47,normal
7,134,351.07,19.9,31.14,61.83,4.689,30.353,15.0,614.53,normal
12,164,1059.95,23.36,55.95,27.01,1.973,21.567,15.0,674.89,panel_failure
12,27,551.33,32.64,50.81,37.6,3.004,31.952,15.0,916.25,normal
20,257,0.0,22.8,23.23,92.17,4.465,28.275,0.2978,10.5,partial_shading
12,153,1021.63,23.92,58.01,22.44,3.72,28.879,15.0,1108.29,dirty_panels
0,23,0.0,22.26,23.13,95.59,1.412,29.078,0.0967,2.58,normal
16,2,256.91,31.64,38.84,61.14,2.989,15.195,11.9048,175.25,panel_failure
18,198,247.29,17.58,25.03,75.91,1.188,4.102,14.5957,45.76,inverter_failure
7,244,291.97,24.35,33.15,68.26,0.827,29.079,11.5885,342.6,dirty_panels
2,200,18.19,14.67,15.84,95.86,3.146,28.064,1.1818,24.96,normal
3,263,0.0,19.58,18.94,95.0,4.732,17.003,1.0721,38.99,panel_failure
20,277,10.98,19.17,19.05,95.27,3.607,18.679,0.0,0.0,panel_failure
10,319,496.75,28.12,42.73,46.28,4.571,29.919,11.6012,358.09,partial_shading
12,359,526.42,30.73,46.38,34.38,5.839,29.565,15.0,586.42,dirty_panels
23,323,0.0,24.21,23.79,97.32,4.743,30.398,0.0,0.0,normal
1,291,4.49,19.58,19.34,91.46,1.644,28.505,0.0,0.0,normal
4,158,2.17,15.24,14.35,92.62,3.011,27.57,0.0,0.0,partial_shading
19,184,0.0,16.14,17.21,92.49,2.941,5.277,2.2691,40.28,inverter_failure
12,225,940.09,24.58,54.29,27.28,1.358,3.203,15.0,161.1,inverter_failure
0,62,8.39,20.52,19.72,94.14,2.887,27.176,0.4251,3.19,normal
16,248,405.68,26.91,39.73,63.44,1.841,28.447,15.0,688.9,normal
3,215,14.82,16.19,15.01,98.08,3.243,28.419,0.0,0.0,normal
18,190,266.93,19.15,28.16,73.95,1.978,30.444,6.6356,201.27,partial_shading
19,305,0.0,27.24,28.45,87.36,1.931,30.092,0.296,6.24,partial_shading
19,251,5.3,20.0,19.96,88.55,4.011,4.445,0.0113,4.28,inverter_failure
11,341,507.14,34.32,49.33,42.61,2.394,16.198,15.0,296.69,panel_failure
6,357,76.64,29.68,31.54,75.86,3.339,28.38,4.6994,127.83,normal
21,302,0.0,23.82,23.48,91.81,4.197,29.188,0.1225,11.57,normal
13,109,881.69,25.28,53.0,34.99,0.314,32.361,15.0,1419.6,normal
15,69,504.55,27.04,43.7,42.71,2.489,29.942,15.0,832.82,normal
3,110,4.23,15.28,16.0,92.27,3.558,28.338,0.0347,0.0,partial_shading
14,261,640.15,26.0,46.81,39.8,1.624,29.927,15.0,1061.06,normal
13,316,543.87,30.42,47.2,38.1,2.641,29.599,12.1401,356.39,partial_shading
7,322,233.98,29.39,35.45,63.52,1.22,29.792,12.8374,384.23,normal
18,250,216.46,21.86,27.66,78.0,2.197,28.445,12.6136,341.49,normal
3,249,12.41,18.43,18.48,96.66,2.879,29.206,0.0428,2.29,normal
17,348,180.24,30.3,35.04,66.25,0.749,29.729,9.8186,294.55,normal
23,251,0.0,14.67,14.9,99.98,5.37,29.144,0.0226,0.0,normal
13,52,615.68,28.59,48.52,37.94,2.396,21.196,15.0,404.06,panel_failure
2,183,0.0,13.75,14.16,91.99,7.035,28.651,0.0525,9.63,normal
13,131,940.16,22.88,52.8,36.87,4.183,30.164,15.0,1502.79,normal
12,233,923.51,24.19,51.75,29.53,7.423,30.58,15.0,1509.62,normal
13,233,880.61,27.91,56.73,33.38,2.987,29.914,15.0,970.28,dirty_panels
6,108,227.57,18.77,24.52,75.22,2.715,30.487,13.7177,410.13,normal
15,110,623.41,27.31,46.26,47.98,1.841,30.207,15.0,711.7,dirty_panels
6,33,157.7,27.43,32.2,76.49,4.841,27.457,8.8001,237.96,normal
13,108,867.97,27.07,54.4,31.94,0.777,29.202,15.0,928.93,dirty_panels
14,303,525.2,31.87,47.37,41.31,2.715,31.058,11.5433,351.73,partial_shading
15,240,612.75,25.67,44.0,44.55,0.927,16.519,15.0,412.63,panel_failure
19,345,11.37,29.43,29.64,92.27,1.687,28.41,0.5067,15.04,partial_shading
21,339,11.22,22.6,22.98,91.23,2.973,29.929,0.0,0.0,normal
18,313,150.97,26.88,30.83,77.59,3.698,3.256,9.0337,32.59,inverter_failure
19,66,15.0,21.98,22.43,89.25,1.456,27.615,0.0194,0.0,normal
20,122,1.35,14.86,13.72,94.63,1.555,27.672,0.0629,0.0,partial_shading
5,21,0.96,25.29,25.98,91.86,1.266,17.714,0.134,9.37,panel_failure
7,35,208.8,30.96,36.86,63.28,2.389,31.25,11.7454,360.64,normal
12,85,814.62,27.37,52.45,34.7,0.847,31.24,15.0,558.1,partial_shading
11,103,844.68,28.96,55.1,29.88,3.701,20.591,15.0,528.94,panel_failure
16,6,282.53,33.67,43.5,56.67,2.187,29.147,15.0,469.88,normal
0,308,7.83,26.97,27.16,90.96,1.795,28.848,0.0,0.0,partial_shading
3,193,5.96,17.18,16.73,94.0,3.819,15.566,0.016,6.02,panel_failure
17,240,335.11,26.19,37.02,64.14,1.614,17.911,12.3963,219.03,panel_failure
19,239,0.0,20.46,22.07,93.97,0.227,29.384,0.0417,0.0,normal
7,353,177.78,29.94,36.34,68.86,1.963,30.947,9.5526,295.63,normal
7,54,238.46,27.27,35.1,68.48,1.983,17.713,9.7532,160.6,panel_failure
13,126,917.57,24.34,52.56,29.02,2.774,32.576,15.0,996.87,dirty_panels
11,113,880.32,25.44,52.53,35.19,2.98,32.244,15.0,960.04,dirty_panels
4,202,15.11,15.78,16.43,99.85,4.278,30.204,0.0,0.0,partial_shading
12,193,1016.8,22.62,53.52,32.46,3.822,18.425,15.0,654.2,panel_failure
19,289,4.96,22.08,22.18,85.07,1.251,29.151,0.6317,36.17,normal
17,205,336.63,20.93,33.02,64.26,1.679,27.834,15.0,610.48,normal
19,86,15.3,20.51,21.02,89.19,0.813,28.956,1.0363,24.48,normal
15,207,689.65,21.69,42.86,42.97,2.664,30.773,15.0,465.32,partial_shading
21,352,13.51,24.18,26.01,100.0,4.678,28.529,0.2645,9.56,normal
5,212,7.53,17.58,18.9,87.61,2.798,27.258,0.1141,0.0,normal
1,217,0.43,17.09,17.47,94.87,4.813,30.383,0.522,19.87,normal
2,65,6.82,20.09,21.05,93.2,4.535,29.206,0.3561,6.35,normal
23,3,8.47,23.92,23.72,95.7,3.592,30.521,0.1338,4.38,dirty_panels
15,77,499.86,27.32,43.46,51.91,1.678,30.54,15.0,834.61,normal
5,10,0.0,26.56,26.24,89.4,5.269,30.168,0.5048,19.13,dirty_panels
20,166,6.74,15.93,15.47,94.08,0.694,3.999,0.0,0.0,inverter_failure
7,323,205.38,26.95,35.4,64.59,5.155,28.537,12.8012,364.63,normal
14,164,876.09,22.96,49.54,40.05,3.634,30.06,15.0,613.3,partial_shading
5,236,0.0,21.01,21.24,88.63,3.501,28.372,0.6808,7.38,normal
2,313,0.0,24.26,24.48,94.44,5.44,27.834,0.0,13.93,partial_shading
6,279,151.63,22.65,28.28,70.46,3.556,30.901,9.9701,308.76,normal
5,238,8.18,17.62,17.55,88.68,1.263,28.842,0.0,4.76,partial_shading
13,287,680.85,29.03,50.19,34.8,5.968,30.618,15.0,750.23,dirty_panels
0,103,9.69,19.21,19.31,89.52,1.736,4.887,3.2944,16.58,inverter_failure
5,154,7.58,17.57,17.96,92.01,1.795,29.62,0.0,0.0,normal
13,146,966.52,22.18,52.25,30.15,3.456,30.315,15.0,664.21,partial_shading
9,292,460.27,26.89,41.01,54.13,4.239,30.968,15.0,770.12,normal
15,150,718.23,21.02,42.43,48.74,3.147,29.549,15.0,529.41,partial_shading
15,343,372.46,30.47,43.27,47.67,1.753,30.855,8.4753,247.2,partial_shading
23,69,0.0,19.72,20.12,99.11,5.737,29.741,0.0031,2.72,partial_shading
20,63,4.74,23.69,24.0,99.76,1.602,28.344,0.1133,7.21,normal
